u,v
55924,62493
38945,47527
12400,68111
55158,58301
18166,66825
40012,65922
13648,28268
15617,19031
24697,44955
15219,22386
35892,47814
37658,42495
9746,42892
3088,54519
176,57614
10849,13133
38767,58507
25091,56008
11531,17329
8216,44990
33262,50481
24856,39773
5263,58006
21625,32570
12576,28042
11106,57262
4104,27698
23057,64068
21858,39916
357,3761
16467,63815
57605,67851
4700,41392
23106,60440
46237,67108
37867,50627
7136,38112
17963,58423
5339,6254
14176,30868
8301,46251
1931,19974
5942,63736
39808,49437
23313,55210
26367,62779
6948,14324
21790,39835
12143,49573
65394,67873
12557,42880
25163,52431
6448,24231
40041,47283
6439,61977
2410,9297
19275,54012
42162,65880
21380,42995
9462,62275
6948,35794
8301,24856
7257,64741
17543,54265
23324,49642
27587,61588
61352,62541
19324,51438
9154,52690
54691,61147
47725,50073
13446,27796
27085,48993
16853,25137
40517,53316
41906,52864
40274,52556
6055,11078
3965,7048
21380,39366
54255,66567
30453,49471
18956,19615
48125,61509
47454,50271
17066,67905
37626,51138
16816,63786
8206,24765
8257,18656
29595,56008
2342,2343
2169,17307
26122,59521
31670,52762
30596,66901
2511,30465
7704,8672
33036,43090
16921,66250
3088,49543
3050,17793
2557,57947
136,60546
361,49074
3890,42186
702,27864
3015,55740
31873,38865
6589,10901
17235,41595
1118,49295
14352,40061
11913,12749
24259,31612
14726,32635
9605,44937
6379,61742
8339,51615
3352,15439
32660,51659
53540,56343
45385,64787
388,26322
25149,28439
32558,53748
13527,47712
6397,60445
4305,53406
3373,48248
55570,63113
23617,64020
27652,55835
24894,58040
12981,54178
24986,43226
6055,6254
49743,49764
7322,58914
57343,62937
68057,68111
16413,20793
60861,61381
62316,67289
7127,58466
34513,63613
4436,49964
16467,39272
10086,10490
4284,21247
2525,59939
18269,27938
25603,31502
23799,41948
22471,54915
37219,45460
30767,50415
13659,19615
14304,24394
46919,51706
7393,14944
44305,68597
16619,49964
38300,61826
17581,20111
357,55747
1441,23119
1008,16448
11050,50073
51989,57262
16339,59908
33715,56008
19906,33097
53616,64835
66561,66739
14760,46534
18885,47725
2717,60148
34990,39183
554,25569
21301,23543
36438,63786
16512,57253
12639,20211
5339,26398
14344,30946
7590,31240
27025,58495
31865,49108
22594,31023
6366,6368
43974,57332
34159,65665
23457,31623
10337,32067
26913,55570
19747,67701
8188,28090
19173,21326
23282,47677
15896,30325
23054,49678
21130,51739
14903,25820
27460,65631
13496,26943
27064,33063
4885,30314
13824,22198
40803,44842
40272,48570
4763,47569
23860,28861
6671,48192
14903,49764
1163,20279
12243,29928
5494,18441
6543,23825
40061,66598
17436,29808
40289,66739
9356,43100
9888,43768
50272,59283
3224,31514
47510,68471
17838,32171
62044,67701
11557,17217
13939,53441
61169,62227
4966,64142
2511,25287
10093,63854
34623,40528
21089,31376
8911,25702
15304,39253
5380,15334
16654,41522
28507,58611
17370,56970
39004,52024
4389,60445
16320,30160
7048,45963
6537,7295
3361,16936
33342,46464
30876,56685
41919,66541
31503,68368
5745,37538
19974,62083
19105,25287
14411,41896
14476,24144
16679,17544
12143,29220
17634,39004
33715,65284
21411,67804
33715,37332
8660,45521
45669,65650
240,64553
39611,48104
50835,60861
880,6302
44886,56430
37571,52835
9656,66288
35336,51293
17198,54573
52628,63697
29595,53238
18720,63009
16775,58832
5649,55319
46377,64383
10442,52116
23700,65099
39378,68251
28175,64437
35910,64971
32109,48886
19615,65359
28410,65586
16623,50794
18269,48192
9945,59381
3469,49449
8254,39604
27139,65553
42819,55443
26509,65249
30581,58476
18993,25645
10597,31668
5799,55119
19102,21313
46718,55319
3342,46186
42323,61593
37259,42323
8621,12264
38767,59471
2754,58119
25919,28278
582,62659
7592,44106
1627,23821
10882,60282
53302,62302
9082,56916
47002,47086
3982,11024
793,11458
54321,61950
21331,43750
20732,28348
18720,52470
2342,4142
1931,47861
9790,55479
36103,41687
28697,36679
51374,57332
1931,49332
41167,42725
13960,61857
57082,62927
45460,62095
25655,66165
6517,38055
8077,36267
32205,55798
5501,27218
361,47542
3904,30971
4186,67624
21380,66017
24408,34931
16,3193
11119,42431
52419,53268
25773,59238
50029,67263
18452,50002
26140,62445
63156,66898
24443,66951
6540,39235
25721,34742
38971,63697
7820,23314
7736,61742
36505,52149
42304,59682
2377,11683
24711,47542
11660,22152
2394,60926
5338,33426
5029,26913
17329,24201
13408,51374
10288,62081
49910,58898
505,7859
9443,15946
6519,6528
47911,62604
16411,58188
8025,30313
59692,61198
26997,57504
44820,49929
1559,42814
38818,65045
35001,49764
6078,17755
20160,35424
26220,32697
68024,68111
11471,59810
16059,21895
21669,36860
14456,66561
22838,56559
1110,57091
21075,23420
21934,64971
15408,34222
40937,57173
45869,53495
1539,31525
31921,64859
24165,29509
18433,42819
15021,50996
21963,21978
36340,49509
22014,64352
486,10923
40330,65422
13840,36913
14017,49951
26702,60368
30461,44736
17682,58709
17965,25982
40663,40894
38480,50052
26220,42444
20411,62636
12641,54310
19983,53748
30,56297
17581,30493
20834,22152
31734,68298
17838,62670
32289,60061
28128,39498
26021,66821
15635,38891
30416,59621
36907,58702
20030,36481
12841,27893
5390,20549
45692,51327
6833,7295
5659,31872
58994,63875
25750,42018
8970,36585
8851,48438
38785,42006
29256,56725
27676,67824
6227,49978
21380,27676
11059,58588
26456,63817
44359,65198
19111,66440
515,63134
6041,14476
35606,36578
29017,40907
34611,47152
50323,61323
14847,43517
36192,55180
50830,64493
32205,47400
17544,60411
11850,45692
36540,52116
33512,67091
1268,13389
11729,47399
57206,61448
23618,25729
38929,48773
42391,42619
10598,32719
16496,32661
26467,45181
25569,61069
11557,27587
24786,33512
2394,39723
29859,35750
34747,65881
20793,34989
21669,64477
17100,19982
12829,38493
24702,48570
10305,34546
1846,2754
14408,27499
36505,53930
23282,46865
13024,43013
15304,60775
33871,46719
12511,30563
16925,19974
50913,60123
47580,57433
13105,20655
55319,67701
1025,59077
35215,45771
1616,57273
21669,66135
33036,59343
3975,43826
57878,60268
56805,61222
5390,22716
24002,64740
35606,65486
8411,16332
361,24711
1931,60481
16164,22838
9356,53540
16610,48773
1116,38682
20169,28095
24959,35480
9010,67925
26398,49074
28759,37962
42935,43907
5138,12561
9171,33969
23698,64950
27938,36112
10198,42067
7379,11069
2799,26467
14726,15604
21556,35002
10598,16685
47074,52883
3989,13425
27139,33093
23220,24604
4966,23844
45983,50800
17667,32205
58588,64787
6700,50685
5597,10957
63273,65864
35439,53974
48666,55479
38924,51612
20845,33036
9323,62541
66292,66475
34605,47725
12277,41919
47228,68312
47283,50029
5660,49304
33973,37867
3504,49040
5581,23962
19030,34399
15792,52762
28326,57246
8254,20033
42077,57371
46865,46950
6585,56759
24153,47433
8672,38892
8359,66149
61079,67569
30068,34222
32661,34142
11427,50390
30206,63850
645,10220
2343,26510
12310,38734
40369,57678
37867,42815
40370,65168
36865,64891
3922,56185
34141,45187
23733,64787
34800,49225
6517,49958
56629,67905
29312,32178
30073,39037
5799,49690
10576,20471
6435,43226
8621,9746
27865,58787
15503,52913
16780,51761
49794,61129
20111,62370
18285,53784
27025,27159
39837,46443
47074,49427
36109,65961
24783,34476
361,6055
19927,29342
11913,49726
36415,59205
15618,49074
13093,14355
48570,54656
13388,45749
37978,63423
28439,45390
8803,15032
30467,56803
10815,17175
38161,58712
28579,67317
9281,23124
27764,55924
29976,44515
38656,64720
29342,33617
5501,47293
24603,68125
644,44723
11930,51189
20158,27008
6890,47752
22057,39861
26766,67263
1653,61556
8301,20901
1627,10677
6948,57947
22152,33090
36150,53055
19615,35606
36767,44721
28426,66739
26440,49691
31907,61745
823,62922
49096,68251
10111,14911
10180,10258
5421,43948
47116,61170
17370,26847
19488,55857
27723,54815
19365,32135
7181,12481
34138,48138
38057,48724
16620,23478
22247,29715
17497,66200
2555,8911
64859,68251
24408,25717
32722,43889
9533,55867
19512,63697
25065,28950
46662,63966
15406,21189
17289,61879
5450,23743
42260,64612
17755,63618
44262,44350
49069,67757
8285,14939
50970,60251
28406,43356
16644,61222
27218,67493
23825,40435
16064,55471
33512,66689
48795,50653
1539,9026
1292,34869
14324,64988
28554,55655
9451,10175
11850,15662
26756,44100
23064,61020
554,54118
10126,51147
10233,48903
20545,24478
34298,68177
32465,33512
23013,56382
45420,50403
8188,19660
28633,55442
8661,32661
14653,57295
10858,53907
13840,68111
27480,37737
15175,19512
33090,60325
48823,63462
22749,60678
7660,62227
2317,37332
5888,43270
2454,58590
6543,53450
36860,39803
30903,35707
1594,46665
53844,62227
20394,67617
23962,43425
12238,51827
30392,51901
1792,51266
50149,55158
31296,32368
10717,36290
61069,63306
976,41896
25820,46464
4318,42632
674,52151
27035,34484
60632,62676
3624,46464
14864,53520
26847,35798
12363,52714
25151,27347
26234,46281
6055,24711
8671,9064
26021,27926
11913,19365
20092,39444
8979,18168
38203,55126
32719,65091
9895,15482
28950,49254
10278,21326
43290,65692
28451,59169
43393,63850
36578,45692
24059,29106
39184,67905
41595,64352
11599,56475
11008,35606
30896,39498
31810,33047
17075,49865
7918,9443
16164,17682
652,30012
49676,56855
13763,66156
17035,61796
33755,46001
39183,40634
35141,61184
28259,34566
23013,23018
29750,62405
9281,37947
23680,24492
136,50913
24418,28159
21549,51028
8208,38315
43425,62302
15792,23701
39598,46998
37869,38891
29970,60803
30291,34071
10431,55443
29201,51351
58376,60403
21669,46695
18279,58932
26913,65137
15389,49220
39688,68711
11505,20693
37482,38038
2287,7464
9167,46921
15792,38112
46443,56948
26919,32655
16663,26981
20535,51739
16411,63173
18031,68251
29546,66995
28166,40707
3190,45188
22990,43233
8307,40370
23825,47542
31840,54619
34820,59815
6948,68057
33847,54785
23236,63706
7924,46501
44262,67118
11040,38142
10528,31268
15617,29778
2765,22264
20457,68298
25481,66440
4983,31271
49671,57165
4087,19660
36456,63805
19100,53102
35280,43361
25929,29715
4776,9360
30451,63992
9768,23140
5659,59819
58887,62871
19224,51574
4554,61758
6435,40989
11121,18656
5187,54785
7566,36290
33545,38823
6769,24086
29181,39723
15312,64152
43974,51518
44065,61509
21934,34417
5421,16164
16164,38057
11458,32749
38500,46344
361,23825
6088,41769
12487,37392
25428,66662
10732,21519
49804,52058
36939,52923
273,10537
4651,51411
31328,41588
4621,59343
12981,40894
10256,40384
38266,64332
35703,58120
40231,42074
24765,68111
24394,35424
2619,56424
10198,46186
22327,35108
7859,27676
8702,10717
26596,55079
16218,49554
27029,65922
9837,54424
7073,36949
39696,57614
25603,37936
5546,52301
35300,46247
36010,45319
30160,48327
40345,40528
31702,37003
10068,22327
8307,68368
27024,65586
46975,56608
41958,44550
10017,46193
23803,34569
48915,55119
13443,24089
8660,14407
40906,41588
18656,49299
50970,68604
10849,36860
57758,59119
24894,64720
44072,53283
29106,63303
1638,40938
41199,59886
31583,58784
37393,57209
1078,52050
3965,32562
42431,42444
14847,61323
5583,20799
43541,62405
3088,8125
45736,45920
10943,45844
6222,43803
2121,44555
22455,63705
8193,65422
23139,51529
22161,61101
39127,42632
2508,48251
23205,25095
53784,66024
34665,42894
18865,51362
3737,59471
18908,57368
29044,59834
17100,56151
9620,17575
5745,52690
29874,59815
8586,10901
14726,38614
3470,3542
31988,58773
9884,67524
31219,39004
16339,46660
6142,44934
24394,55079
23205,37835
27891,33543
29044,52050
36924,43952
15343,29859
61005,65570
23127,44674
6041,32054
32271,50800
21858,61475
7139,56834
28745,34633
1441,59789
44515,47283
4194,17100
16623,51741
5339,40435
3249,45237
8275,17289
22838,33029
39085,46344
9975,12899
7335,25569
17838,28194
28880,49143
43169,66904
27652,36290
42471,47212
51388,63901
7400,17045
2680,12258
35236,55735
42595,56083
28753,37867
39773,67080
35096,43080
48127,61509
19720,62827
10317,43777
515,43889
39037,55835
7367,31145
20606,25789
22990,40730
46064,67091
22172,31452
7133,15468
8765,33309
28325,49436
486,9105
6975,32838
32635,46598
23581,37259
177,63979
24231,28534
52238,53102
11913,46297
20732,49743
63240,63909
31502,32749
12715,47703
24711,53450
28837,33982
17683,40898
49541,50970
19615,52007
58856,62920
41601,44262
11403,32832
22057,56229
21556,62551
30868,48878
23901,66349
9305,41305
37079,37108
2737,52690
16649,61448
53715,61000
22152,40625
8575,40316
9207,61879
38500,48098
17983,44305
15874,50445
4632,54015
18575,28331
14929,51761
36438,47725
11009,58653
8391,56629
1622,58736
7393,20549
33782,44427
45417,58702
31156,54265
8765,38707
10512,34926
35606,41270
24086,56685
44736,62541
22552,34596
7648,56305
9483,53192
12644,38203
2317,33847
45712,54915
16535,48795
60839,63786
50085,67572
48724,49908
6366,50330
36775,56063
30077,63464
52149,56227
54086,54310
4074,52841
10568,31944
31839,47509
34159,41388
28376,41135
273,16411
50288,55319
1539,6738
21380,59882
41115,62418
29326,53268
3348,28880
25032,34649
2010,47814
9281,43396
17942,30829
6517,26398
8257,11121
29595,56667
942,57947
22592,67080
3088,13872
39004,64553
16453,53644
12117,26756
6266,16619
10278,32800
49600,59471
8216,8285
2600,25721
18467,33939
18424,47339
26122,31807
2670,42581
33856,64068
54948,56805
1441,57820
35064,45195
21312,43144
49466,57096
10299,63272
36578,47515
46402,51374
46920,54987
62376,66598
20732,59361
12334,35481
3788,54652
11730,34199
40130,53976
21725,44950
48032,54314
53627,61024
14176,50073
34926,35630
554,39037
10136,65182
56343,66017
4871,33617
53502,55491
29335,57830
4436,61345
20661,24748
13211,52205
31959,40625
57001,61069
6266,19469
45692,55140
50786,61977
9390,19615
17667,25849
23307,61977
12715,23054
4394,45107
18533,55259
50699,53132
30579,60368
38965,65168
29509,32729
43226,43686
4712,63240
35424,63113
28461,44697
26381,30200
16164,21895
3826,30160
23584,33151
17185,47409
2834,9390
17185,58211
45107,50830
1035,1036
19893,33179
1597,58926
818,33866
37238,42329
9443,27587
11530,47509
33543,63697
7859,49658
16535,50109
5379,44934
67569,67714
32324,64142
18285,66024
34288,38089
38926,40631
33426,57145
61333,68312
53974,66399
19365,63786
46139,57648
17043,45226
11078,32833
33950,54113
5357,7417
8188,59882
49431,51070
54556,60926
4503,14823
25948,30808
10337,15729
12067,31376
12639,60866
5357,50213
57605,62725
1931,29859
29965,38011
727,12590
17941,52435
7907,13742
34121,52121
60982,65868
6397,36103
9895,30896
39145,56518
53601,61896
30411,58965
46852,55867
56995,65086
13559,56759
9078,19447
5063,22552
1099,66883
48002,64813
25633,61337
37164,63009
10095,64892
7172,39647
14906,44805
1270,16975
2799,56910
40562,42187
41049,45758
14083,18778
24545,47359
36438,59095
16496,52762
20615,24972
35110,36783
11764,53483
35794,48637
22133,37660
19073,37152
56948,61742
39501,63309
24165,67493
4554,12641
12334,60933
8038,31944
14945,29335
10375,10407
32800,35178
39608,40517
20924,33957
42399,58189
4536,23478
9768,62424
10772,59136
11406,12151
20104,29201
7201,41458
24632,37726
15016,39549
18534,21934
25633,26756
23680,59190
1653,10509
22916,31550
20279,50878
13559,62972
480,21286
5544,52237
16278,51840
20921,68651
31098,36949
8671,38499
3975,8570
18498,51824
59343,60216
14726,48120
36687,68041
21448,31251
12267,28489
290,51327
25451,47153
8978,18656
3543,24408
1306,11850
3348,54786
28900,44842
7493,17793
136,2410
26661,42859
31268,33801
4965,46950
13496,24059
2254,19839
5511,59078
55210,68727
4621,16808
45844,53481
8559,23345
38419,55872
36138,51520
52507,61178
2995,46814
654,51303
24059,56083
25729,25755
30997,36494
62074,67905
13960,62515
8733,57878
5263,68302
53196,61777
21729,59986
21326,43016
28473,60751
17894,31984
3342,6647
5399,16009
8123,64063
34001,50913
45466,57262
29017,58823
26948,41410
25929,28270
39074,65931
26180,40061
14176,15604
59399,61475
26398,37963
19237,45697
47263,63423
7048,13717
10431,38055
3088,65857
10901,18413
65661,66499
10924,38818
12587,41221
10437,18778
31517,63860
22121,62877
5065,19625
21735,65232
50481,52772
61292,62494
28286,31922
12561,48973
19615,59512
38374,52419
52762,56916
19818,43864
39460,47901
15036,56227
16958,24148
32162,39959
54567,64298
46161,50736
13016,41143
5421,36500
21590,67276
19237,57605
41248,46511
28656,30559
7449,14083
37417,51859
12237,54915
22932,45189
14509,39434
777,34787
47747,59553
2457,10665
6284,61391
6543,51294
16610,38929
1778,41687
27587,48973
5156,26997
31583,66382
11761,32246
1441,10863
46511,60421
34071,36019
22916,40730
13426,38823
28987,62920
25669,63113
24986,58549
18259,62762
10717,52204
37025,39085
189,36010
20529,56227
20773,63991
4866,40924
47509,68324
9821,17838
28426,66612
24394,37932
10568,22152
7136,38892
52373,62771
34142,56916
35037,48851
24333,24863
6528,20551
24774,66882
19893,34189
5776,45869
16496,34142
31004,41908
22438,41949
32638,43037
12993,37869
18109,20994
47519,65341
41084,60425
23717,52827
32606,54126
17495,58987
40517,63966
33755,52419
29205,29214
26574,39069
23901,60368
18130,63272
27499,41172
13243,59789
4436,16619
26304,54987
23282,33892
32552,33795
28737,46339
59929,66843
25603,28222
5745,14958
44594,44934
18191,42597
18585,24089
5660,38892
18167,36010
36800,43576
41378,68024
16975,30766
30359,46262
46534,65208
22948,41043
10787,49794
14342,56639
22463,54311
1053,29044
1191,26304
5556,65553
22559,30766
55835,58887
3430,36525
29437,39378
37867,62936
34131,67983
43517,68367
46924,54655
27602,28507
12400,24885
16164,19615
45319,62541
4087,61129
31668,57165
40947,48198
15388,17486
59295,68224
21790,24059
40359,42584
12511,62435
24867,67652
35054,52913
30325,50518
34546,38315
23000,30648
9464,37152
6647,53974
54086,65422
35236,37063
48192,58887
53088,57878
6222,11012
40675,65199
8851,36481
14774,49948
457,36010
30022,54112
13664,57942
9686,66288
582,12211
5424,10656
24632,55555
30471,55704
25628,43491
50118,61076
22430,68015
12283,62379
3500,30896
8888,33755
31110,52333
5544,42230
13648,33847
13824,17983
1099,28367
31164,57165
21286,54987
243,14116
45195,52051
26398,49958
20166,61170
27434,51204
14774,26793
6831,51761
10081,55079
33342,43879
6769,52628
1653,63272
25091,57678
17141,68537
20519,23171
20039,49681
27973,47569
18844,51028
47907,48634
22922,66593
29509,33512
